2025-12-28, 73
2026-01-04, 176
2026-01-11, 131
2026-01-18, 149
2026-01-25, 175
2026-02-01, 151
2026-02-08, 146
2026-02-15, 135
2026-02-22, 162
2026-03-01, 161
2026-03-08, 132
2026-03-15, 136
2026-03-22, 159
2026-03-29, 227
2026-04-05, 167
2026-04-12, 157
2026-04-19, 166
2026-04-26, 306
2026-05-03, 185
2026-05-10, 182
2026-05-17, 172
2026-05-24, 157
2026-05-31, 249
2026-06-07, 160
2026-06-14, 147
2026-06-21, 165
2026-06-28, 220
2026-07-05, 148
2026-07-12, 140
2026-07-19, 2
